Kategori,Nama_minuman,Nutri_Score,Energy (Per 100 ml),Fat (Per 100 ml),Saturated fat (Per 100 ml),Carbohydrates (Per 100 ml),Sugars (Per 100 ml),Fiber (Per 100 ml),Proteins (Per 100 ml),Salt (Per 100 ml)
flavored-waters,Volvic zest citron,b,19.0,0.0,0,0.9,0.9,,0.0,0.01
flavored-waters,Eau minérale salveta citron,b,3.0,0.0,0,0,0,,0.0,0.01
flavored-waters,Volvic essentiel bio,b,10.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Aïn saïss citron citron vert,b,85.1,0.0,0,0,0,0,0.0,0.0
flavored-waters,"1,5L FRAISE VOLVIC",c,83.0,0.5,0,4.9,4.9,0,0.5,0.01
flavored-waters,Volvic Juicy Fraise,c,83.0,0.5,0,4.9,4.9,0,0.5,0.01
flavored-waters,BULLES DE FRUITS CITRON FRAISE,c,92.0,0.5,0.5,4.9,4.9,0.5,0.5,0.06
flavored-waters,S.pellegrino,b,3.0,0.0,0,0,0,0,0.0,0.01
flavored-waters,CRISTALINE Eau de Source au jus de fruits FRAISE 50cl,c,67.0,0.0,0,3.7,3.7,0,0.0,0.0
flavored-waters,Touche de Thé noir,c,59.0,0.5,0,3.3,3.2,0,0.5,0.5
flavored-waters,Essenza - Saveur Citron & Zeste De Citron,b,4.0,0.0,0,0,0,0,0.0,0.01
flavored-waters,SANPELLEGRINO Momenti boisson gazeuse aromatisée Grenade Cassi 33cl,b,40.0,0.0,0,2,2,0,0.0,0.0
flavored-waters,British Sparkling Spring Water Raspberries,b,6.0,0.0,0,0.1,0,,0.0,0.0
flavored-waters,CRISTALINE Eau de Source au jus de fruits PECHE 50cl,d,56.0,0.0,0,3.1,2.9,0,0.0,0.0
flavored-waters,Juicy Citronnade - Eau minérale naturelle,c,167.0,0.3,0,4.9,4.9,0,0.5,0.01
flavored-waters,Badoit Zest Citron,b,2.0,0.0,0,0,0,,0.0,0.05
flavored-waters,Bulles de fruit citron touche de menthe,d,92.0,0.5,0,4.9,4.9,0.5,0.5,0.06
flavored-waters,PET 50CL VOLVIC JUICY FRAISE,c,83.0,0.5,0,4.9,4.9,,0.5,0.01
flavored-waters,Forever citron vert,b,2.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Lime Sparkling Water,b,7.0,0.0,0,0,0,0,0.0,0.001
flavored-waters,Perrier Agrumes,b,0.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,CRISTALINE Eau de Source au jus de fruits PECHE 1.5L,d,56.0,0.0,0,3.1,2.9,0,0.0,0.0
flavored-waters,1.5L VOLVIC JUICY FR.EXO.,c,87.0,0.5,0,4.9,4.9,,0.5,0.01
flavored-waters,Volvic Infusion Bio,c,105.0,0.5,0,2.4,2.4,,0.5,0.0
flavored-waters,Boisson bio aromatisée au citron,b,29.0,0.0,0,1.6,1.5,0,0.0,0.0
flavored-waters,MOGU MOGU Peach flavored Drink with Nata de coco,e,195.0,0.0,0,11,11,0,0.0,0.05
flavored-waters,Saguaro saveur citron sans sucre,b,4.0,0.0,0,0,0,,0.0,0.0
flavored-waters,Eau minérale pétillante,b,0.0,0.0,0,0,0,0,0.0,0.01
flavored-waters,Eau pétillante citron,b,1.0,0.0,0,0,0,,0.0,0.007
flavored-waters,Saveur fraise,c,2.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Peaches Sparkling Water,b,4.0,0.0,0,0.5,0,,0.0,0.001
flavored-waters,CRISTALINE Eau de Source au jus de fruits CITRONNADE 50cl,d,53.0,0.0,0,2.9,2.9,0,0.0,0.0
flavored-waters,Vittel Recharge + Goût Fruits Rouges,c,42.0,0.0,0,2.3,2.3,,0.0,0.0
flavored-waters,Badoit zest citron vert sans sucres,b,3.0,0.0,0,0,0,,0.0,0.05
flavored-waters,Fusion,b,0.0,0.0,0,0,0,,0.0,0.0
flavored-waters,Perrier Pêche Cerise,c,54.0,0.0,0,3,2.4,0,0.0,0.0
flavored-waters,Eau à l'arôme naturel de citron,b,4.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,"Volvic infusion bio , thé vert",c,59.0,0.5,0,3.3,3.3,,0.5,0.0
flavored-waters,Badoit Zest citron vert,b,3.0,0.0,0,0,0,,0.0,0.05
flavored-waters,Volvic strawberry,c,4.0,0.0,0,0,0,,0.0,0.01
flavored-waters,"Volvic Tee Pfirsich 1,5 L EW",c,64.0,0.0,0,3.8,3.8,,0.0,0.01
flavored-waters,Lemon Still Water,c,59.0,0.0,0,3.3,3.3,,0.0,0.07
flavored-waters,zest saveur fraise,b,33.0,0.0,0,1.9,1.9,,0.0,0.01
flavored-waters,Vitamin well reload,c,71.0,0.0,0,4.2,4.2,0,0.0,0.025
flavored-waters,Forever Citron,b,2.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Naturally Essenced Pamplemousse Sparkling Water,b,0.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Mango Sparkling Water,b,13.0,0.0,0,0,0,0,0.0,0.001
flavored-waters,Volvic zest saveur fraise,b,35.0,0.0,0,1.9,1.9,0,0.0,0.01
flavored-waters,Sparkling Water Apple And Raspberry,c,9.0,0.0,0,0.3,0.2,0,0.0,0.01
flavored-waters,Naturally Essenced LimonCello Sparkling Water,b,0.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Luchon,c,60.0,0.3,0.1,3.3,3.2,0.5,0.3,0.01
flavored-waters,Juicy Fruits Exotiques,c,87.0,0.5,0,4.9,4.9,,0.5,0.01
flavored-waters,,b,8.0,0.0,0,0.5,0.5,0,0.0,0.01
flavored-waters,VITTEL ARO eau aromatisée Fraise 1L,c,43.0,0.0,0,2.4,2.3,0,0.0,0.0
flavored-waters,Contrex Green Antioxydant,b,33.0,0.0,0,1.8,1.8,0,0.0,0.0
flavored-waters,Intensément pétillante saveur citron,b,7.0,0.0,0,0,0,,0.0,0.0
flavored-waters,CRISTALINE Eau de Source au jus de fruits CITRONNADE 1.5L,d,53.0,0.0,0,2.9,2.9,0,0.0,0.0
flavored-waters,VITTEL ARO eau aromatisée Citron/Citron vert 1L,b,29.0,0.0,0,1.6,1.5,0,0.0,0.0
flavored-waters,,d,67.0,0.0,0,3.9,3.9,0,0.0,0.02
flavored-waters,CRISTALINE Eau de Source Aromatisée saveur Citron 1L5,b,5.0,0.0,0,1,0,0,0.0,0.0
flavored-waters,VITTEL UP eau aromatisée Pamplemousse BIO 1L,b,30.0,0.0,0,1.6,1.6,0,0.0,0.0
flavored-waters,Touch of Fruit - Strawberry,c,40.0,0.5,0.1,2.3,2.3,,0.0,0.01
flavored-waters,,b,34.0,0.0,0,2,2,0,0.0,0.0
flavored-waters,Eau minérale naturelle de citron verdelli de Sicile,b,3.6,0.2,0,0,0,,0.0,0.004
flavored-waters,Touch of Strawberry,d,42.0,0.0,0,2.3,2.3,,0.0,0.01
flavored-waters,Saveur cassis,c,3.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Dada cerise,d,60.0,0.0,0,3.6,3.6,,0.0,0.005
flavored-waters,VITTEL Fruits Infusés bio eau aromatisée framboise & cassis 75cl,c,60.0,0.0,0,3.3,3.3,0,0.0,0.0
flavored-waters,Eau pétillante saveur menthe,b,4.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,La pétillante Citron,b,2.0,0.5,0.1,0.5,0.5,0.5,0.5,0.01
flavored-waters,Lime Sparkling Water,b,0.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,La Pétillante Citron - Citron vert,b,1.0,0.5,0.1,0.5,0.5,0.5,0.5,0.01
flavored-waters,British sparkling spring water infused with wonky blackcurrants,b,4.0,0.0,0,0.1,0.1,,0.0,0.003
flavored-waters,CRISTALINE Eau de Source au jus de fruitsTROPICAL 1.5L,d,56.0,0.0,0,3.2,3.2,0,0.0,0.0
flavored-waters,Magnetic Juice,c,56.0,0.0,0,3,2.7,0,0.0,0.0
flavored-waters,Eau minérale pétillante citron,b,7.0,0.5,0,0.5,0,0,0.5,0.01
flavored-waters,Vitamin aqua Ca,c,59.0,0.0,0,3.2,3.2,,0.0,0.0
flavored-waters,Naturally Essenced Lime Sparkling Water,b,0.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Eau minérale au citron,b,2.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Eau minerale naturelle et saveurs fruitées (Saveur Citron et Zeste de citron),b,4.0,0.0,0,0,0,0,0.0,0.0
flavored-waters,Spa touch of lemon,b,0.0,0.0,0,0,0,0,0.0,0.0
fermented-drinks,Jamila,e,301.0,1.7,1.1,12.4,9,0,1.9,0.0
fermented-drinks,LBEN CARTON PASTEURISER,b,188.0,1.3,0.9,4.8,0,0,3.2,0.0
fermented-drinks,Yeo Valley Organic kefir natural fermented yogurt,c,268.0,2.1,1.4,5.4,5.4,0,4.7,0.12
fermented-drinks,Kefir Drink Original,b,248.0,2.92,2.12,4.8,2.8,,3.52,0.098
fermented-drinks,Kefir,b,242.0,3.0,1.9,4.4,3.7,,3.3,0.1
fermented-drinks,Leben,b,183.0,1.3,0.9,4.8,0,0,3.2,0.0
fermented-drinks,Kefir - Pur,b,193.0,1.5,1,4.1,4.1,,3.4,0.12
fermented-drinks,Danup fraise,e,332.0,1.2,0.8,14.7,10.6,,2.4,0.09
fermented-drinks,Kefir Natural,b,234.0,1.9,1.2,5.7,5.7,,4.0,0.1575
fermented-drinks,Actimel,d,328.0,1.9067796610169,1.271186440678,13.771186440678,5.2966101694915,,2.0127118644068,0.0
fermented-drinks,Fraise Framboise,b,255.0,0.5,0.3,5.5,5.2,,8.4,0.18
fermented-drinks,jaouda p'tit dej honey,c,97.6,3.7,2.4,13.3,9,1,3.0,0.2
fermented-drinks,biotiful gut health kefir protues,b,276.0,0.4,0.2,3.52,3.52,,12.0,0.098
fermented-drinks,L'ben,b,168.46,1.65,1.13,3.62,0,0,2.7,0.07
fermented-drinks,Actimel,d,310.0,1.8,1.2,13,5,,1.9,0.0
fermented-drinks,M&S x Zoe Gut Shot,c,251.0,1.7,1.1,7.8,5.6,2.2,2.2,0.05
fermented-drinks,yogo fraise,e,398.0,6.9,2.44,55.14,35.24,6.3,1.99,0.55
fermented-drinks,Kefir Yogurt,c,318.0,4.1,2.1,4.3,4.3,,5.1,0.14
fermented-drinks,Protein drink Chocolate,c,326.0,1.2,0.8,5.1,4.6,5.1,10.9,0.77
fermented-drinks,"Kefir 1,5%",b,192.0,1.5,1,4.7,4.7,0,3.3,0.1
fermented-drinks,Kéfir natural,b,151.0,0.5,0.1,4.8,2.4,,3.9,0.17
fermented-drinks,Suckies Strawberry,d,317.0,2.7,1.7,9,7.3,,3.9,0.08
fermented-drinks,Daya mini vani,c,310.0,1.1,0,14,0,,2.1,0.0
fermented-drinks,Kefir,c,268.0,2.1,1.4,5.4,5.4,,4.7,0.12
fermented-drinks,Kefir Drink,c,272.0,2.6,1.9,7.1,5.1,,3.3,0.225
fermented-drinks,Yeo Valley Organic Kefir Strawberry Fermented Yoghurt,e,331.0,1.9,1.3,11.1,9.5,0.1,4.2,0.11
fermented-drinks,YAOURT A BOIRE DAYA FRAISE 900G,e,310.0,1.1,0,14,14,,2.1,0.0
fermented-drinks,"P'tit Yop, Goût Fraise",d,277.0,0.8,0.5,10.4,10.4,,3.0,0.12
fermented-drinks,SMOOZY,e,38.0,1.2,0.8,83,8.9,,9.0,9.0
fermented-drinks,Kefir - Mango & Passion Fruit,c,278.0,1.6,1,9.2,7.7,,3.5,0.15
fermented-drinks,Kéfir coco,e,223.0,2.5,1.6,7.3,7,,0.5,0.15
fermented-drinks,Smoozy,e,352.0,2.0,1.3,14.2,9.2,0,2.2,0.1
fermented-drinks,Hipro saveur mangue,c,251.0,0.5,0.3,5.5,5.2,,8.3,0.1775
fermented-drinks,Kéfir,b,176.0,1.5,1.1,3.8,3.6,,3.3,0.1
fermented-drinks,Kéfir biologique,b,184.0,1.5,1,4.1,4.1,,3.4,0.13
fermented-drinks,Lait fermenté,b,201.0,1.7999999523163,0.013000000268221,5,3.4000000953674,,3.0,0.12999999523163
fermented-drinks,الشركي,e,310.0,1.1,0,14,14,,2.1,0.0
fermented-drinks,Kéfir Fresa Plátano,c,238.0,2.8,2,4.8,4.1,,3.1,0.15
fermented-drinks,6111126001858,e,419.0,2.9,0.35,15,13.25,,3.5,0.04
fermented-drinks,Raib banan sghir,e,318.0,1.6,0,13,13,,2.5,0.0
fermented-drinks,raib salim vani,e,310.0,3.0,2,8.8,8.8,,3.0,0.225
fermented-drinks,Daya fraise sghira,e,335.0,1.2,0,15,15,,2.3,0.0
fermented-drinks,Daya,e,314.0,1.2,0.2,14,12.2,,2.3,0.09
fermented-drinks,Soif de lait,c,318.0,1.4,0,13.7,4,,2.3,0.085
fermented-drinks,KEFIR YOGURT Passion Fruit Mango and Papaya,c,322.0,3.4,1.5,6.5,6,,4.8,0.1475
fermented-drinks,Daya mini Avocat,e,311.0,1.1,0,14,14,1,2.1,0.0
fermented-drinks,Kefir,b,212.0,2.0,1.2,4.7,4.2,,3.4,0.0775
fermented-drinks,Smoozy,e,310.0,1.1,0.7,13.8,8.9,,2.2,0.0
fermented-drinks,Yaourt à boire sucré aromatisé,d,277.0,0.8,0.5,10.4,10.4,0,3.0,0.12
fermented-drinks,Raïbi,e,301.0,1.1,0.7,13.3,9.2,0,2.3,0.0
fermented-drinks,Activia bien-être  digestif,c,247.0,3.3,2.1,4.1,4.1,,3.3,0.13
fermented-drinks,Kefir vanilla,b,255.0,2.6,1.8,6.1,4.4,,3.3,0.09
fermented-drinks,Kéfir,b,181.0,1.5,0.9,4,4,,3.4,0.1
fermented-drinks,Kefir drink mango,c,274.0,2.6,1.8,7.1,5.5,,3.3,0.09
fermented-drinks,Yaourt,e,334.0,3.0,2,14.7,9,0,2.3,0.0
fermented-drinks,Yakult,e,280.0,0.0,0,15.4,13.6,0,1.3,0.04
fermented-drinks,Kefir,b,192.0,1.5,0.9,4,4,,4.0,0.1
fermented-drinks,Kefir cultured milk drink,b,243.0,3.0,1.9,4.4,3.7,,3.3,0.1
fermented-drinks,Kéfir reina 600g,b,203.0,1.5,1,4.7,4.7,,3.4,0.13
fermented-drinks,Kefir Honey Fermented Yoghurt,b,347.0,1.4,0.9,13.5,1.5,,3.8,0.1075
fermented-drinks,Kefir yogurt,c,314.0,3.3,1.5,6.3,5.7,,4.7,0.15
fermented-drinks,grec boire,e,406.0,3.5,2.5,13.2,8,,2.1,0.0
fermented-drinks,Kalinka Kefir,b,193.0,1.5,1,4.1,4.1,,3.4,0.12
fermented-drinks,frubes,e,384.0,2.7,1.8,12,10.8,,3.7,0.15
fermented-drinks,Kéfir,c,273.0,3.8,2.7,3.8,3.8,,3.4,0.1
fermented-drinks,Organic Raspberry Lemonade Kombucha,c,9.0,0.0,0,1.57,0,0,0.0,0.0
fermented-drinks,,b,141.0,0.3,0.2,3.9,4.1,0,2.8,0.11
fermented-drinks,Le Lait Ribot,c,243.0,3.2,2.3,4,4,0,3.3,0.1
fermented-drinks,Yop parfum vanille,d,278.0,0.8,0.5,10.6,10.4,,3.0,0.12
fermented-drinks,الشركي بروتين,b,59.0,0.7,0.3,5.5,4.9,,8.0,0.12
fermented-drinks,,d,272.0,0.8,0.5,10.4,10.4,0.1,3.0,0.12
fermented-drinks,Hop parfum framboise,d,276.0,0.8,0.5,10.7,10.5,0.1,3.0,0.12
fermented-drinks,Actimel 100 g x 12 original,e,303.0,1.5,1,10.8,10.8,,3.0,0.1
fermented-drinks,Kefir,b,195.0,1.5,1,4.6,4.6,0,3.6,0.1
fermented-drinks,YOP Parfum Vanille,d,279.0,0.8,0.5,10.7,10.5,,3.0,0.12
fermented-drinks,Organic Kombucha Raspberry Lemonade,c,12.0,0.4,0.4,0.4,0,0.4,0.4,0.005
fermented-drinks,Actimel Strawberry,e,323.0,1.5,1,12,12,0,2.8,0.1
fermented-drinks,Mixy fraise,e,322.7,1.3,1.2,13.1,9.2,,2.3,0.0
fermented-drinks,"Kefir 1,5 % Fat",b,178.0,1.5,1,4,4,0,3.2,0.1
fermented-drinks,Organic kombucha,b,7.0,0.5,0.1,1.6,0,0.5,0.5,0.0
fermented-drinks,Biotiful Dairy Organic Kefir,b,243.0,3.0,1.9,4.6,2.8,0,3.2,0.1075
fermented-drinks,Lait fermenté,b,201.0,1.6,1.1,5.3,5.3,,3.3,0.1
fermented-drinks,Kombucha Fraise et Pêche,c,8.0,0.0,0,0,0,0,0.0,0.02
fermented-drinks,Protein Drink Raspberry Flavour,c,244.0,0.4,0.2,5.4,5.2,,8.3,0.17
fermented-drinks,Kombucha Fleur de sureau & Citron,c,2.0,0.0,0,1,0,0,0.0,0.14
fermented-drinks,Activia bien-être digestif saveur myrtille,d,301.0,3.1,2,8,7.7,,3.1,0.12
smoothies,Super Smoothie Antioxydant,d,230.0,0.5,0.1,13,11,1.1,0.5,0.1
smoothies,Raw Greens Virgin Smoothie,c,192.0,0.2,0,10,8.4,0.4,0.6,0.06
smoothies,Invigorate,e,222.0,0.11,0,11,11,0.93,1.3,0.0
smoothies,Invigorate,e,222.0,0.11,0,11,11,0.93,1.3,0.0
smoothies,Innocent Strawberries and bananas,c,201.0,0.05,0,11,10,1.1,0.53,0.0
smoothies,Raw Boost,e,201.0,0.3,0.1,10,8.3,0.7,0.4,0.01
smoothies,Energise Super smoothie,c,222.0,0.0,,11,10,1.4,1.5,0.01
smoothies,Green machine,c,172.0,0.0,0,9.6,8.4,0.5,0.5,0.0
smoothies,Super smoothie energy 750ml,c,224.0,0.0,0,11,10,1.4,1.5,0.0
smoothies,Innocent smoothie for kids,d,210.0,0.5,0.1,12,10,0.6,0.5,0.01
smoothies,Bio smoothie,e,251.0,0.5,0.1,12,12,,0.6,0.01
smoothies,smoothie mangoes & passion fruits,c,213.0,0.0,0,12,10,1.2,0.0,0.0
smoothies,Super Smoothie Energise,b,29.1,0.0667,0.0133,1.6,1.33,0.107,0.08,0.00133
smoothies,Super smoothie Défense,c,240.0,0.7,0.5,12,10,1.2,0.0,0.1
smoothies,Bolt from the Blue,c,163.0,0.0,0,9.6,8.9,0,0.17,0.01
smoothies,Innocent smoothie fraise banane 75cl,e,216.0,0.5,0.1,12,10,1.2,0.5,0.01
smoothies,Innocent smoothies,e,209.0,0.5,0,12,10,,0.5,0.5
smoothies,"Smoothie mangue, fruit de la passion & pomme",e,213.0,0.0,,12,10,1.2,0.0,0.0
smoothies,Tropical Defense,c,197.0,0.32,0.21,11,10,0.96,0.0,0.0
smoothies,"Smoothie ananas, banane & coco",e,280.0,0.7,0.6,14,12,1.1,0.8,0.01
smoothies,Smoothie - Triple Pink,d,226.0,0.1,0,12,11,1.1,0.5,0.01
smoothies,Stra-Balicious Smoothie fraise et banane,d,229.0,0.1,0,11.9,11.7,,0.5,0.01
smoothies,Raw defence,e,226.0,0.28,0,12,10,0.8,0.6,0.04
smoothies,Raw greens,d,188.0,0.1,0,9.8,8,0.7,0.7,0.06
smoothies,True fruits - Green smoothie,e,213.0,0.0,0,11.6,10.5,1.1,0.8,0.01
smoothies,"Apple, Mango, Spinach & Avocado Smoothie",d,250.0,1.3,0.1,11.1,10.2,0.6,0.5,0.01
smoothies,Super smoothie défense berry - innocent 750ml,e,215.0,0.16,0.02,11,9.5,1.4,0.42,0.0
smoothies,Smoothie fresa,c,197.0,0.1,0,10.5,9.4,0.8,0.6,0.01
smoothies,Revitalise super smoothie,e,197.0,0.5,0.1,11,9.1,1.3,0.5,0.0
smoothies,Smoothie Mango,d,226.0,0.1,0,12.5,11.6,0.5,0.4,0.01
smoothies,Innocent Super Smoothie Re[Charge],c,191.0,0.5,0.1,11,9.9,0.8,0.5,0.01
smoothies,super smoothie,d,230.0,0.5,0.1,13,11,1.1,0.5,0.01
smoothies,Smoothie énergie,e,221.0,0.0,0,12,10,0.8,0.6,0.0
smoothies,"Smoothie just for kids oranges, mangoes & pineapples",d,226.0,0.5,0.1,13,11,0.8,0.7,0.01
smoothies,Smoothie - Triple Yellow,d,268.0,0.0,,14.6,13.4,1.2,0.9,0.0
smoothies,"Smoothie, Banane, Raisin, Canneberges, Grenade, Açaï",e,303.0,0.8,0.2,14,13,,0.7,0.01
smoothies,Raw boost,b,80.4,0.12,0.04,4,3.32,0.28,0.16,0.008
smoothies,Smoothie pomme ananas poire kiwi,d,212.0,0.2,0.04,10.8,10.4,0.96,0.64,0.004
smoothies,Red smoothie,d,230.0,0.1,0.1,12.5,11.7,,0.40000000596046,0.01
smoothies,FS-Greens,c,72.0,0.5,0.1,1.7,1,1.1,0.8,0.03
smoothies,Smoothie triple yellow,d,268.0,0.0,0,14.6,13.4,1.2,0.9,0.01
smoothies,Smoothie Yellow,d,264.0,0.0,0,14.6,13.4,1.2,0.8,0.01
smoothies,Strawberry and banana smoothie,e,201.0,0.1,0.01,11.5,10.9,,0.2,0.01
smoothies,Frullato ananas banana cocco mango,e,343.0,3.2,2.9,11.6,11,,0.9,0.01
smoothies,Blue spark super smoothie,e,184.0,0.0,0,10,10,1.1,0.5,0.0
smoothies,Pineapples Bananas And Coconuts Fruit Smoothie,e,364.0,0.95,0.79,18,17,1.7,0.32,0.0
smoothies,Fruity Dream,d,239.0,0.1,0.1,12.3,11.9,,0.6,0.01
smoothies,Smoothie Purple,e,214.0,0.0,0,12,11.5,1.5,0.6,0.01
smoothies,Super Smoothie Defense,d,240.0,0.7,0.5,12,10,1.2,0.0,0.1
smoothies,Smoothie - Triple Pink,d,219.0,0.0,0,12.4,10.7,0.7,0.5,0.01
smoothies,Mango passion smothie,d,259.0,0.5,0.2,13.6,11,,0.4,0.1
smoothies,Smoothies just for kids,d,230.0,0.333,0.133,12.7,11.3,0.8,0.667,0.00667
smoothies,Rainbow Machine,c,164.0,0.0,0,9.2,8.6,0.5,0.2,0.0
smoothies,Smoothie Mango Machine ANTIOXYDANT Mango & Orange,c,199.0,0.5,0.5,12,9.6,0.5,0.5,0.01
smoothies,Super smoothie Revitalise,e,215.0,0.16,0.02,11,9.5,1.4,0.42,0.4125
smoothies,Raibow machine,e,167.0,0.0,,9.9,8.6,0,0.0,0.0
smoothies,Trué fruits triple purple,d,219.0,0.0,0,11.5,10.7,1.7,0.6,0.01
smoothies,Green Machine Juice Smoothie,d,251.0,0.0,,14,11.8,,0.89,0.0139
smoothies,"Smoothie mangue, fruits de la passion & pomme",e,227.0,0.0,0,12,11,1.4,0.4,0.0
smoothies,Innocent Super Smoothie - Exotic Energise,e,198.0,0.01,0,11,9.9,0.88,0.28,0.0
smoothies,Super smoothie Antioxidante,d,251.0,0.3,0.1,12.6,12.1,1.1,0.5,0.01
smoothies,Smoothies,e,231.0,0.4,0,13,10,0.6,0.4,0.0
smoothies,Antioxidant smoothie,e,201.0,0.1,0,11,9.3,0.3,0.5,0.0
smoothies,Mango Passionfruit Orange - Smoothie,d,229.0,0.0,0,12.4,12.4,1,0.6,0.01
smoothies,Smoothie Super Berry,e,264.0,0.5,0.4,13.1,11.5,,1.0,0.03
smoothies,Smoothie,d,238.0,0.5,0.1,13,11,1.1,1.0,0.01
smoothies,Relax valeriana,e,167.0,0.1,0.1,9.5,9.5,,0.1,0.0
smoothies,Strawberry Sensation Smoothie,c,220.0,0.5,0.2,11.3,10,0.5,0.3,0.02
smoothies,,e,229.0,0.5,0.1,12,10.7,1.1,0.5,0.01
smoothies,Strawberry Raspberry Blackberry Banana Smoothie,d,242.0,0.0,0,12.6,12.6,1.6,0.6,0.01
smoothies,True Fruits - Triple Green,d,225.0,0.0,0,11.6,10.5,1.1,0.8,0.01
smoothies,Super smoothie,c,163.0,0.5,0.1,9.3,8.8,0.96,0.5,0.01
smoothies,Monkey Smoothies Strawberry & Banana 4 x,c,201.0,0.0,0,11.5,10.9,0.2,0.2,0.0
smoothies,Antioxidant,d,230.0,0.5,0.1,13,11,1.1,0.5,0.01
smoothies,Smoothie triple pink,d,219.0,0.0,0,12.4,10.7,0.7,0.5,0.1
smoothies,Smoothie mangue fruit de la passion,b,259.0,0.5,0.2,13.6,0.5,0.5,0.4,0.1
smoothies,Innocent smoothie fraise & banane 250ml,e,214.0,0.1,0,12,10,1.2,0.5,0.01
smoothies,Smoothie Bowl Mango-Ananas-Banane,e,288.0,0.5,0.1,14,12,1.6,0.8,0.02
smoothies,Pineapple Banana Coconut Smoothie,d,249.0,0.933,0.8,11.7,11.7,1,0.533,0.0133
smoothies,innocent smoothie kiwi pomme & ananas 750ml,c,201.0,0.0,0,11,10,0.87,0.0,0.0
smoothies,Energise,e,221.0,0.4,0.09,12,10,0.8,0.6,0.009
smoothies,Super Smoothie Mango Fandango,e,176.0,0.5,0.1,9.9,8.6,1,0.5,0.03
smoothies,Blue Machine,c,205.0,0.1,0,12,11,1.3,0.4,0.0
smoothies,Power Shake - Chocolate Peanut butter,b,335.0,4.0,1.2,5.8,3.4,1.5,4.5,0.06
smoothies,Organic Strawberry Lowfat Yogurt Probiotics Smoothie,c,260.0,1.13,0.565,9.6,8.47,,3.39,0.12
smoothies,Green Goodness smoothie,d,223.0,0.111,0,12.4,10.4,0.444,0.444,0.0167
